103,340,928,-328 
275,336,912,-288 
442,360,1004,-364 
610,424,-88,-4 
777,1960,-216,56 
944,2040,-88,8 
1112,720,88,-8 
1280,544,4,-244 
1444,2040,-168,-12 
1612,1924,-184,56 
1781,448,-148,44 
1948,948,-248,72 
2115,2040,-176,-108 
2282,1520,-32,116 
2449,436,116,-60 
2617,1556,8,-36 
2782,2040,-188,20 
2951,984,-84,40 
3118,552,-108,40 
3286,1872,-164,32 
3454,2032,-52,-16 
3623,616,80,-28 
3791,1008,52,32 
3959,2040,-144,24 
4128,1408,-264,-68 
4295,540,-160,40 
4462,1556,-124,12 
4630,2040,-96,-20 
4797,872,64,-44 
4964,744,56,-60 
5130,1908,-108,-28 
5298,1712,-168,36 
5466,592,-116,20 
5633,1232,-140,-92 
5800,2040,-104,-4 
5967,1128,48,20 
6134,660,80,-16 
6300,1616,-52,4 
6468,1724,-180,0 
6637,688,-140,60 
6804,1024,-88,32 
6971,1936,-124,4 
7138,1328,-52,-112 
7306,660,56,-8 
7471,1408,-20,12 
7639,1788,-152,20 
7813,828,-140,32 
7980,896,-132,-36 
8149,1816,-116,-4 
8316,1424,-8,-4 
8481,680,44,-8 
8649,1376,-100,-88 
8817,1788,-136,-4 
8986,916,-116,24 
9153,836,-108,16 
9317,1696,-116,-52 
9487,1384,-20,-32 
9654,720,64,-8 
9822,1276,4,24 
9987,1760,-148,-12 
10156,992,-136,-24 
10323,160,2040,68 
10491,840,736,-340 
10658,808,604,-316 
10825,804,988,-220 
10992,760,844,-60 
11159,724,720,-404 
11327,744,592,-176 
11495,668,872,-84 
11667,616,784,-284 
