105,-144,864,-376
272,-32,768,-644
441,-112,924,-480
609,-88,928,-540
776,-100,920,-504
943,-116,912,-516
1111,-140,924,-344
1279,-96,904,-496
1449,-124,900,-520
1617,-180,912,-488
1793,-116,916,-484
1960,-184,880,-488
2128,-140,912,-528
2295,-48,892,-528
2460,-104,880,-540
2626,-100,916,-520
2797,-124,908,-580
2964,-132,892,-476
3131,-104,860,-524
3297,-148,908,-456
3462,-116,876,-552
3627,-132,904,-484
3794,-120,896,-524
3964,-136,920,-484
4132,-108,872,-568
4300,-140,896,-492
4468,-112,916,-548
4636,-140,904,-508
4804,-112,912,-560
4972,-116,896,-512
5141,-160,904,-532
5310,-72,888,-576
5477,-220,932,-488
5645,-112,928,-484
5813,-180,904,-500
5980,-120,960,-496
6146,-128,868,-444
6339,-268,976,-364
6506,-120,1036,-368
6673,-148,972,-440
6840,-136,960,-392
7007,-24,968,-472
7175,-36,964,-352
7342,-20,1256,-532
7510,-128,896,-288
7677,-96,976,-316
7848,-184,832,-256
8016,-260,912,-112
8184,-148,740,-124
8351,16,1064,-180
8519,184,1076,-468
8686,512,844,-336
8853,704,648,-486
9019,808,636,-104
9187,856,412,44
9355,972,508,-32
9523,1020,564,296
9690,1120,128,32
9857,976,144,-136
10024,968,560,80
10191,1028,20,-56
10359,896,248,28
10525,924,156,-16
10693,1116,128,-68
10861,984,180,-48
11029,1016,280,32
11197,960,264,104
11366,1088,344,168
11536,960,348,-40
11702,1032,444,96
11870,1012,348,-32
12038,968,340,144
12205,1064,392,-48
12372,992,372,-8
12540,988,332,96
12708,1028,372,-4
12874,1036,360,-68
13040,1044,312,56
13208,980,336,-40
13375,1012,300,132
13543,1052,264,-20
13710,1040,456,212
13877,1136,264,36
14045,876,192,96
14212,744,468,44
14378,1048,492,-432
14546,828,460,-228
14714,636,372,-220
14881,588,756,-384
15048,392,900,-416
15239,384,1380,-644
15413,328,956,-352
15580,176,1004,-500
15747,152,960,-332
15914,344,860,-372
16080,160,1028,12
16248,132,1084,-400
16414,48,1056,-68
16583,112,1044,-164
16750,256,872,-288
16918,244,988,48
17085,212,480,-528
17251,84,1124,164
17420,252,656,208
17586,136,920,-148
17754,288,1192,44
17921,492,1008,-368
18090,88,940,-44
